"Series";"Time";"Value"
"Pasillo Informática";"2018-06-24T02:00:00+02:00";32.05362318840576
"Pasillo Informática";"2018-06-25T02:00:00+02:00";35.21547619047618
"Pasillo Informática";"2018-06-26T02:00:00+02:00";30.506060606060604
"Pasillo Informática";"2018-06-27T02:00:00+02:00";27.45471698113207
"Pasillo Informática";"2018-06-28T02:00:00+02:00";30.54909090909091
"Pasillo Informática";"2018-06-29T02:00:00+02:00";25.22121212121212
"Pasillo Informática";"2018-06-30T02:00:00+02:00";35.26013986013986
"Pasillo Informática";"2018-07-01T02:00:00+02:00";35.14859154929576
"Pasillo Informática";"2018-07-02T02:00:00+02:00";37.20705882352941
"Pasillo Informática";"2018-07-03T02:00:00+02:00";34.19285714285714
"Pasillo Informática";"2018-07-04T02:00:00+02:00";30.29840000000001
"Pasillo Informática";"2018-07-05T02:00:00+02:00";31.807633587786274
"Pasillo Informática";"2018-07-06T02:00:00+02:00";37
"Pasillo Informática";"2018-07-07T02:00:00+02:00";30.95
"Pasillo Informática";"2018-07-08T02:00:00+02:00";29.85599999999999
"Pasillo Informática";"2018-07-09T02:00:00+02:00";27.55801526717557
"Pasillo Informática";"2018-07-10T02:00:00+02:00";30.19504950495048
"Pasillo Informática";"2018-07-11T02:00:00+02:00";40.30073529411767
"Pasillo Informática";"2018-07-12T02:00:00+02:00";29.581034482758618
"Pasillo Informática";"2018-07-13T02:00:00+02:00";32.504651162790694
"Pasillo Informática";"2018-07-14T02:00:00+02:00";29.704310344827633
"Pasillo Informática";"2018-07-15T02:00:00+02:00";29.6007042253521
"Pasillo Informática";"2018-07-16T02:00:00+02:00";31.462921348314605
"Pasillo Informática";"2018-07-17T02:00:00+02:00";28.795604395604393
"Pasillo Informática";"2018-07-18T02:00:00+02:00";28.525333333333336
"Pasillo Informática";"2018-07-19T02:00:00+02:00";27.2360655737705
"Pasillo Informática";"2018-07-20T02:00:00+02:00";31.44102564102563
"Pasillo Informática";"2018-07-21T02:00:00+02:00";28.298947368421043
"Pasillo Informática";"2018-07-22T02:00:00+02:00";26.290647482014368
"Pasillo Informática";"2018-07-23T02:00:00+02:00";27.35785714285717
"Pasillo Informática";"2018-07-24T02:00:00+02:00";27.026153846153832
"Pasillo Informática";"2018-07-25T02:00:00+02:00";26.41083333333332
"Pasillo Informática";"2018-07-26T02:00:00+02:00";32.10975609756099
"Pasillo Informática";"2018-07-27T02:00:00+02:00";27.58931297709925
"Pasillo Informática";"2018-07-28T02:00:00+02:00";26.403076923076927
"Pasillo Informática";"2018-07-29T02:00:00+02:00";25.534065934065943
"Pasillo Informática";"2018-07-30T02:00:00+02:00";26.85675675675678
"Pasillo Informática";"2018-07-31T02:00:00+02:00";31.146153846153837
"Pasillo Informática";"2018-08-01T02:00:00+02:00";26.162809917355382
"Pasillo Informática";"2018-08-02T02:00:00+02:00";19.559230769230755
"Pasillo Informática";"2018-08-03T02:00:00+02:00";18.67394957983193
"Pasillo Informática";"2018-08-04T02:00:00+02:00";18.963157894736835
"Pasillo Informática";"2018-08-05T02:00:00+02:00";18.04715447154474
"Pasillo Informática";"2018-08-06T02:00:00+02:00";16.06315789473685
"Pasillo Informática";"2018-08-07T02:00:00+02:00";15.631932773109256
"Pasillo Informática";"2018-08-08T02:00:00+02:00";18.3546875
"Pasillo Informática";"2018-08-09T02:00:00+02:00";17.427083333333332
"Pasillo Informática";"2018-08-10T02:00:00+02:00";14.031775700934578
"Pasillo Informática";"2018-08-11T02:00:00+02:00";16.205839416058375
"Pasillo Informática";"2018-08-12T02:00:00+02:00";18.148611111111133
"Pasillo Informática";"2018-08-13T02:00:00+02:00";25.339560439560437
"Pasillo Informática";"2018-08-14T02:00:00+02:00";24.167499999999997
"Pasillo Informática";"2018-08-15T02:00:00+02:00";null
"Pasillo Informática";"2018-08-16T02:00:00+02:00";null
"Pasillo Informática";"2018-08-17T02:00:00+02:00";20.688333333333315
"Pasillo Informática";"2018-08-18T02:00:00+02:00";22.04803921568627
"Pasillo Informática";"2018-08-19T02:00:00+02:00";24.30806451612902
"Pasillo Informática";"2018-08-20T02:00:00+02:00";24.017499999999995
"Pasillo Informática";"2018-08-21T02:00:00+02:00";23.143243243243244
"Pasillo Informática";"2018-08-22T02:00:00+02:00";null
"Pasillo Informática";"2018-08-23T02:00:00+02:00";null
"Pasillo Informática";"2018-08-24T02:00:00+02:00";19.349056603773576
"Pasillo Informática";"2018-08-25T02:00:00+02:00";12.98375
"Pasillo Informática";"2018-08-26T02:00:00+02:00";13.03308270676691
"Pasillo Informática";"2018-08-27T02:00:00+02:00";15.1335616438356
"Pasillo Informática";"2018-08-28T02:00:00+02:00";26.772108843537435
"Pasillo Informática";"2018-08-29T02:00:00+02:00";27.63050847457627
"Pasillo Informática";"2018-08-30T02:00:00+02:00";25.556074766355103
"Pasillo Informática";"2018-08-31T02:00:00+02:00";20.92093023255814
"Pasillo Informática";"2018-09-01T02:00:00+02:00";18.544961240310087
"Pasillo Informática";"2018-09-02T02:00:00+02:00";24.06899224806202
"Pasillo Informática";"2018-09-03T02:00:00+02:00";32.3492957746479
"Pasillo Informática";"2018-09-04T02:00:00+02:00";28.955263157894716
"Pasillo Informática";"2018-09-05T02:00:00+02:00";30.885600000000007
"Pasillo Informática";"2018-09-06T02:00:00+02:00";30.72758620689654
"Pasillo Informática";"2018-09-07T02:00:00+02:00";23.905607476635506
"Pasillo Informática";"2018-09-08T02:00:00+02:00";26.95211267605634
"Pasillo Informática";"2018-09-09T02:00:00+02:00";31.183088235294093
"Pasillo Informática";"2018-09-10T02:00:00+02:00";26.306060606060612
"Pasillo Informática";"2018-09-11T02:00:00+02:00";27.623214285714283
"Pasillo Informática";"2018-09-12T02:00:00+02:00";29.10888888888889
"Pasillo Informática";"2018-09-13T02:00:00+02:00";26.59596774193547
"Pasillo Informática";"2018-09-14T02:00:00+02:00";27.900694444444422
"Pasillo Informática";"2018-09-15T02:00:00+02:00";36.91982758620688
"Pasillo Informática";"2018-09-16T02:00:00+02:00";35.36813186813186
"Pasillo Informática";"2018-09-17T02:00:00+02:00";35.95
"Pasillo Informática";"2018-09-18T02:00:00+02:00";36.4390243902439
"Pasillo Informática";"2018-09-19T02:00:00+02:00";28.601818181818235
"Pasillo Informática";"2018-09-20T02:00:00+02:00";27.44680851063829
"Pasillo Informática";"2018-09-21T02:00:00+02:00";25.221818181818175
"Pasillo Informática";"2018-09-22T02:00:00+02:00";26.947761194029862
"Pasillo Informática";"2018-09-23T02:00:00+02:00";null
"Pasillo Informática";"2018-09-24T02:00:00+02:00";null
"Pasillo Informática";"2018-09-25T02:00:00+02:00";null
"Pasillo Informática";"2018-09-26T02:00:00+02:00";null
"Pasillo Informática";"2018-09-27T02:00:00+02:00";null
"Pasillo Informática";"2018-09-28T02:00:00+02:00";null
"Pasillo Informática";"2018-09-29T02:00:00+02:00";null
"Pasillo Informática";"2018-09-30T02:00:00+02:00";null
"Pasillo Informática";"2018-10-01T02:00:00+02:00";null
"Pasillo Informática";"2018-10-02T02:00:00+02:00";null
"Pasillo Informática";"2018-10-03T02:00:00+02:00";null
"Pasillo Informática";"2018-10-04T02:00:00+02:00";16.523809523809526
"Pasillo Informática";"2018-10-05T02:00:00+02:00";null
"Pasillo Informática";"2018-10-06T02:00:00+02:00";null
"Pasillo Informática";"2018-10-07T02:00:00+02:00";null
"Pasillo Informática";"2018-10-08T02:00:00+02:00";null
"Pasillo Informática";"2018-10-09T02:00:00+02:00";22.479166666666657
"Pasillo Informática";"2018-10-10T02:00:00+02:00";29.097902097902118
"Pasillo Informática";"2018-10-11T02:00:00+02:00";45.81451612903226
"Pasillo Informática";"2018-10-12T02:00:00+02:00";40.28416666666668
"Pasillo Informática";"2018-10-13T02:00:00+02:00";38.8
"Pasillo Informática";"2018-10-14T02:00:00+02:00";null
"Pasillo Informática";"2018-10-15T02:00:00+02:00";null
"Pasillo Informática";"2018-10-16T02:00:00+02:00";null
"Pasillo Informática";"2018-10-17T02:00:00+02:00";null
"Pasillo Informática";"2018-10-18T02:00:00+02:00";43.7796875
"Pasillo Informática";"2018-10-19T02:00:00+02:00";49.742857142857176
"Pasillo Informática";"2018-10-20T02:00:00+02:00";48.6404255319149
"Pasillo Informática";"2018-10-21T02:00:00+02:00";49.01703703703705
"Pasillo Informática";"2018-10-22T02:00:00+02:00";49.386301369863
"Pasillo Informática";"2018-10-23T02:00:00+02:00";48.37500000000003
"Pasillo Informática";"2018-10-24T02:00:00+02:00";47.12753623188405
"Pasillo Informática";"2018-10-25T02:00:00+02:00";38.01386138613862
"Pasillo Informática";"2018-10-26T02:00:00+02:00";47.856862745098056
"Pasillo Informática";"2018-10-27T02:00:00+02:00";36.58445945945948
"Pasillo Informática";"2018-10-28T02:00:00+02:00";20.87328767123289
"Pasillo Informática";"2018-10-29T01:00:00+01:00";21.433846153846144
"Pasillo Informática";"2018-10-30T01:00:00+01:00";35.53428571428571
"Pasillo Informática";"2018-10-31T01:00:00+01:00";32.29098360655737
"Pasillo Informática";"2018-11-01T01:00:00+01:00";31.443835616438356
"Pasillo Informática";"2018-11-02T01:00:00+01:00";43.52345679012346
"Pasillo Informática";"2018-11-03T01:00:00+01:00";44.88709677419356
"Pasillo Informática";"2018-11-04T01:00:00+01:00";45.53538461538459
"Pasillo Informática";"2018-11-05T01:00:00+01:00";39.35943396226412
"Pasillo Informática";"2018-11-06T01:00:00+01:00";37.33145161290325
"Pasillo Informática";"2018-11-07T01:00:00+01:00";39.82112676056338
"Pasillo Informática";"2018-11-08T01:00:00+01:00";38.356944444444444
"Pasillo Informática";"2018-11-09T01:00:00+01:00";32.040046838407456
"Pasillo Informática";"2018-11-10T01:00:00+01:00";47.12468354430375
"Pasillo Informática";"2018-11-11T01:00:00+01:00";51.59188640973628
"Pasillo Informática";"2018-11-12T01:00:00+01:00";49.36112054329369
"Pasillo Informática";"2018-11-13T01:00:00+01:00";47.3814111261873
"Pasillo Informática";"2018-11-14T01:00:00+01:00";41.902698863636445
"Pasillo Informática";"2018-11-15T01:00:00+01:00";40.05153707052441
"Pasillo Informática";"2018-11-16T01:00:00+01:00";40.295880149812696
"Pasillo Informática";"2018-11-17T01:00:00+01:00";38.13076923076923
"Pasillo Informática";"2018-11-18T01:00:00+01:00";43.161151079136665
"Pasillo Informática";"2018-11-19T01:00:00+01:00";44.942553191489374
"Pasillo Informática";"2018-11-20T01:00:00+01:00";38.73
"Pasillo Informática";"2018-11-21T01:00:00+01:00";36.92063492063491
"Pasillo Informática";"2018-11-22T01:00:00+01:00";35.07883211678831
"Pasillo Informática";"2018-11-23T01:00:00+01:00";34.38613138686131
"Pasillo Informática";"2018-11-24T01:00:00+01:00";34.31095890410954
"Pasillo Informática";"2018-11-25T01:00:00+01:00";48.8077181208054
"Pasillo Informática";"2018-11-26T01:00:00+01:00";39.36491228070187
"Pasillo Informática";"2018-11-27T01:00:00+01:00";32.805333333333344
"Pasillo Informática";"2018-11-28T01:00:00+01:00";30.965384615384608
"Pasillo Informática";"2018-11-29T01:00:00+01:00";31.281904761904766
"Pasillo Informática";"2018-11-30T01:00:00+01:00";35.687200000000004
"Pasillo Informática";"2018-12-01T01:00:00+01:00";33.576470588235296
"Pasillo Informática";"2018-12-02T01:00:00+01:00";45.21341463414636
"Pasillo Informática";"2018-12-03T01:00:00+01:00";42.12112676056339
"Pasillo Informática";"2018-12-04T01:00:00+01:00";39.63015873015871
"Pasillo Informática";"2018-12-05T01:00:00+01:00";40.77478991596639
"Pasillo Informática";"2018-12-06T01:00:00+01:00";41.206896551724135
"Pasillo Informática";"2018-12-07T01:00:00+01:00";37.13939393939393
"Pasillo Informática";"2018-12-08T01:00:00+01:00";42.417142857142856
"Pasillo Informática";"2018-12-09T01:00:00+01:00";40.31818181818183
"Pasillo Informática";"2018-12-10T01:00:00+01:00";40.37638888888888
"Pasillo Informática";"2018-12-11T01:00:00+01:00";36.38505747126437
"Pasillo Informática";"2018-12-12T01:00:00+01:00";39.50545454545455
"Pasillo Informática";"2018-12-13T01:00:00+01:00";36.67659574468087
"Pasillo Informática";"2018-12-14T01:00:00+01:00";31.93863636363636
"Pasillo Informática";"2018-12-15T01:00:00+01:00";37.50869565217391
"Pasillo Informática";"2018-12-16T01:00:00+01:00";46.21532258064515
"Pasillo Informática";"2018-12-17T01:00:00+01:00";37.43448275862069
"Pasillo Informática";"2018-12-18T01:00:00+01:00";37.341463414634134
"Pasillo Informática";"2018-12-19T01:00:00+01:00";39.54140624999998
"Pasillo Informática";"2018-12-20T01:00:00+01:00";41.67355371900828
"Pasillo Informática";"2018-12-21T01:00:00+01:00";38.436666666666675
"Pasillo Informática";"2018-12-22T01:00:00+01:00";38.83363636363637
"Pasillo Informática";"2018-12-23T01:00:00+01:00";40.31515151515151
"Pasillo Informática";"2018-12-24T01:00:00+01:00";38.942857142857136
"Pasillo Informática";"2018-12-25T01:00:00+01:00";42.333333333333336
"Pasillo Informática";"2018-12-26T01:00:00+01:00";42.33387096774194
"Pasillo Informática";"2018-12-27T01:00:00+01:00";43.073239436619694
"Pasillo Informática";"2018-12-28T01:00:00+01:00";49.25762711864408
"Pasillo Informática";"2018-12-29T01:00:00+01:00";42.09179104477615
"Pasillo Informática";"2018-12-30T01:00:00+01:00";41.8783783783784
"Pasillo Informática";"2018-12-31T01:00:00+01:00";41.59230769230776
"Pasillo Informática";"2019-01-01T01:00:00+01:00";41.31
"Pasillo Informática";"2019-01-02T01:00:00+01:00";41.16226415094338
"Pasillo Informática";"2019-01-03T01:00:00+01:00";40.69456521739131
"Pasillo Informática";"2019-01-04T01:00:00+01:00";40.5381818181818
"Pasillo Informática";"2019-01-05T01:00:00+01:00";40.16363636363638
"Pasillo Informática";"2019-01-06T01:00:00+01:00";39.36363636363635
"Pasillo Informática";"2019-01-07T01:00:00+01:00";39.493750000000006
"Pasillo Informática";"2019-01-08T01:00:00+01:00";34.2
"Pasillo Informática";"2019-01-09T01:00:00+01:00";30.136111111111113
"Pasillo Informática";"2019-01-10T01:00:00+01:00";28.04910714285715
"Pasillo Informática";"2019-01-11T01:00:00+01:00";21.461224489795917
"Pasillo Informática";"2019-01-12T01:00:00+01:00";21.736986301369864
"Pasillo Informática";"2019-01-13T01:00:00+01:00";29.306122448979607
"Pasillo Informática";"2019-01-14T01:00:00+01:00";30.749999999999996
"Pasillo Informática";"2019-01-15T01:00:00+01:00";31.633636363636352
"Pasillo Informática";"2019-01-16T01:00:00+01:00";32.8903846153846
"Pasillo Informática";"2019-01-17T01:00:00+01:00";33.758064516129025
"Pasillo Informática";"2019-01-18T01:00:00+01:00";26.424999999999997
"Pasillo Informática";"2019-01-19T01:00:00+01:00";37.2189189189189
"Pasillo Informática";"2019-01-20T01:00:00+01:00";43.13076923076923
"Pasillo Informática";"2019-01-21T01:00:00+01:00";32.737500000000004
"Pasillo Informática";"2019-01-22T01:00:00+01:00";31.526732673267315
"Pasillo Informática";"2019-01-23T01:00:00+01:00";35.67087378640775
"Pasillo Informática";"2019-01-24T01:00:00+01:00";35.32708333333333
"Pasillo Informática";"2019-01-25T01:00:00+01:00";33.60540540540541
"Pasillo Informática";"2019-01-26T01:00:00+01:00";32.5875
"Pasillo Informática";"2019-01-27T01:00:00+01:00";30.50454545454545
"Pasillo Informática";"2019-01-28T01:00:00+01:00";38.434999999999995
"Pasillo Informática";"2019-01-29T01:00:00+01:00";43.733766233766225
"Pasillo Informática";"2019-01-30T01:00:00+01:00";39.66986301369863
"Pasillo Informática";"2019-01-31T01:00:00+01:00";48.52117647058825
"Pasillo Informática";"2019-02-01T01:00:00+01:00";44.545454545454554
"Pasillo Informática";"2019-02-02T01:00:00+01:00";28.08333333333334
"Pasillo Informática";"2019-02-03T01:00:00+01:00";27.27619047619048
"Pasillo Informática";"2019-02-04T01:00:00+01:00";26.900000000000002
"Pasillo Informática";"2019-02-05T01:00:00+01:00";29.650000000000002
"Pasillo Informática";"2019-02-06T01:00:00+01:00";32.22
"Pasillo Informática";"2019-02-07T01:00:00+01:00";32.08333333333333
"Pasillo Informática";"2019-02-08T01:00:00+01:00";31.536842105263162
"Pasillo Informática";"2019-02-09T01:00:00+01:00";35.631578947368425
"Pasillo Informática";"2019-02-10T01:00:00+01:00";43.00888888888888
"Pasillo Informática";"2019-02-11T01:00:00+01:00";46.17941176470589
"Pasillo Informática";"2019-02-12T01:00:00+01:00";31.923255813953485
"Pasillo Informática";"2019-02-13T01:00:00+01:00";30.4045045045045
"Pasillo Informática";"2019-02-14T01:00:00+01:00";29.180555555555564
"Pasillo Informática";"2019-02-15T01:00:00+01:00";28.166666666666668
"Pasillo Informática";"2019-02-16T01:00:00+01:00";29.777777777777782
"Pasillo Informática";"2019-02-17T01:00:00+01:00";30.930555555555557
"Pasillo Informática";"2019-02-18T01:00:00+01:00";32.765116279069765
"Pasillo Informática";"2019-02-19T01:00:00+01:00";33.210714285714296
"Pasillo Informática";"2019-02-20T01:00:00+01:00";33.018750000000004
"Pasillo Informática";"2019-02-21T01:00:00+01:00";26.330000000000005
"Pasillo Informática";"2019-02-22T01:00:00+01:00";23.654320987654323
"Pasillo Informática";"2019-02-23T01:00:00+01:00";23.697959183673476
"Pasillo Informática";"2019-02-24T01:00:00+01:00";27.48333333333333
"Pasillo Informática";"2019-02-25T01:00:00+01:00";27.29347826086956
"Pasillo Informática";"2019-02-26T01:00:00+01:00";23.96355932203389
"Pasillo Informática";"2019-02-27T01:00:00+01:00";21.43166666666667
"Pasillo Informática";"2019-02-28T01:00:00+01:00";25.299999999999994
"Pasillo Informática";"2019-03-01T01:00:00+01:00";27.130769230769246
"Pasillo Informática";"2019-03-02T01:00:00+01:00";29.429230769230763
"Pasillo Informática";"2019-03-03T01:00:00+01:00";28.415384615384617
"Pasillo Informática";"2019-03-04T01:00:00+01:00";33.79555555555555
"Pasillo Informática";"2019-03-05T01:00:00+01:00";36.38688524590163
"Pasillo Informática";"2019-03-06T01:00:00+01:00";35.31507936507936
"Pasillo Informática";"2019-03-07T01:00:00+01:00";32.52000000000002
"Pasillo Informática";"2019-03-08T01:00:00+01:00";34.07920000000001
"Pasillo Informática";"2019-03-09T01:00:00+01:00";31.847058823529416
"Pasillo Informática";"2019-03-10T01:00:00+01:00";36.65500000000001
"Pasillo Informática";"2019-03-11T01:00:00+01:00";38.69565217391304
"Pasillo Informática";"2019-03-12T01:00:00+01:00";33.46363636363636
"Pasillo Informática";"2019-03-13T01:00:00+01:00";25.928571428571434
"Pasillo Informática";"2019-03-14T01:00:00+01:00";22.399999999999995
"Pasillo Informática";"2019-03-15T01:00:00+01:00";23.01111111111112
"Pasillo Informática";"2019-03-16T01:00:00+01:00";23.112264150943396
"Pasillo Informática";"2019-03-17T01:00:00+01:00";25.372033898305094
"Pasillo Informática";"2019-03-18T01:00:00+01:00";24.334579439252348
"Pasillo Informática";"2019-03-19T01:00:00+01:00";21.489230769230776
"Pasillo Informática";"2019-03-20T01:00:00+01:00";21.125000000000004
"Pasillo Informática";"2019-03-21T01:00:00+01:00";19.30652173913044
"Pasillo Informática";"2019-03-22T01:00:00+01:00";18.684615384615384
"Pasillo Informática";"2019-03-23T01:00:00+01:00";21.5010752688172
"Pasillo Informática";"2019-03-24T01:00:00+01:00";23.80606060606061
"Pasillo Informática";"2019-03-25T01:00:00+01:00";23.029411764705884
"Pasillo Informática";"2019-03-26T01:00:00+01:00";20.30175438596492
"Pasillo Informática";"2019-03-27T01:00:00+01:00";18.823076923076915
"Pasillo Informática";"2019-03-28T01:00:00+01:00";16.764999999999997
"Pasillo Informática";"2019-03-29T01:00:00+01:00";15.478947368421052
"Pasillo Informática";"2019-03-30T01:00:00+01:00";19.3875
"Pasillo Informática";"2019-03-31T01:00:00+01:00";28.61458333333333
"Pasillo Informática";"2019-04-01T02:00:00+02:00";37.67254901960784
"Pasillo Informática";"2019-04-02T02:00:00+02:00";33.982191780821914
"Pasillo Informática";"2019-04-03T02:00:00+02:00";27.11749999999999
"Pasillo Informática";"2019-04-04T02:00:00+02:00";20.120754716981143
"Pasillo Informática";"2019-04-05T02:00:00+02:00";28.038888888888888
"Pasillo Informática";"2019-04-06T02:00:00+02:00";32.235849056603755
"Pasillo Informática";"2019-04-07T02:00:00+02:00";42.420661157024746
"Pasillo Informática";"2019-04-08T02:00:00+02:00";44.74687500000001
"Pasillo Informática";"2019-04-09T02:00:00+02:00";35.278
"Pasillo Informática";"2019-04-10T02:00:00+02:00";32.99277108433736
"Pasillo Informática";"2019-04-11T02:00:00+02:00";27.700000000000006
"Pasillo Informática";"2019-04-12T02:00:00+02:00";23.52307692307693
"Pasillo Informática";"2019-04-13T02:00:00+02:00";30.29649122807019
"Pasillo Informática";"2019-04-14T02:00:00+02:00";45.03636363636364
"Pasillo Informática";"2019-04-15T02:00:00+02:00";46.36874999999999
"Pasillo Informática";"2019-04-16T02:00:00+02:00";null
"Pasillo Informática";"2019-04-17T02:00:00+02:00";null
"Pasillo Informática";"2019-04-18T02:00:00+02:00";null
"Pasillo Informática";"2019-04-19T02:00:00+02:00";null
"Pasillo Informática";"2019-04-20T02:00:00+02:00";null
"Pasillo Informática";"2019-04-21T02:00:00+02:00";null
"Pasillo Informática";"2019-04-22T02:00:00+02:00";null
"Pasillo Informática";"2019-04-23T02:00:00+02:00";null
"Pasillo Informática";"2019-04-24T02:00:00+02:00";53.35217391304349
"Pasillo Informática";"2019-04-25T02:00:00+02:00";40.663768115942034
"Pasillo Informática";"2019-04-26T02:00:00+02:00";36.27391304347825
"Pasillo Informática";"2019-04-27T02:00:00+02:00";34.77404580152671
"Pasillo Informática";"2019-04-28T02:00:00+02:00";37.239436619718305
"Pasillo Informática";"2019-04-29T02:00:00+02:00";40.34558823529411
"Pasillo Informática";"2019-04-30T02:00:00+02:00";40.87142857142857
"Pasillo Informática";"2019-05-01T02:00:00+02:00";34.75897435897436
"Pasillo Informática";"2019-05-02T02:00:00+02:00";33.76271186440678
"Pasillo Informática";"2019-05-03T02:00:00+02:00";27.227272727272734
"Pasillo Informática";"2019-05-04T02:00:00+02:00";22.66346153846155
"Pasillo Informática";"2019-05-05T02:00:00+02:00";24.42391304347826
"Pasillo Informática";"2019-05-06T02:00:00+02:00";29.28484848484848
"Pasillo Informática";"2019-05-07T02:00:00+02:00";36.953389830508485
"Pasillo Informática";"2019-05-08T02:00:00+02:00";46.427631578947356
"Pasillo Informática";"2019-05-09T02:00:00+02:00";48.81639344262297
"Pasillo Informática";"2019-05-10T02:00:00+02:00";47.74557823129251
"Pasillo Informática";"2019-05-11T02:00:00+02:00";34.57398373983738
"Pasillo Informática";"2019-05-12T02:00:00+02:00";22.818881118881112
"Pasillo Informática";"2019-05-13T02:00:00+02:00";20.314615384615383
"Pasillo Informática";"2019-05-14T02:00:00+02:00";23.944202898550728
"Pasillo Informática";"2019-05-15T02:00:00+02:00";24.19041095890412
"Pasillo Informática";"2019-05-16T02:00:00+02:00";23.499999999999996
"Pasillo Informática";"2019-05-17T02:00:00+02:00";18.682716049382716
"Pasillo Informática";"2019-05-18T02:00:00+02:00";19.039166666666677
"Pasillo Informática";"2019-05-19T02:00:00+02:00";22.04444444444445
"Pasillo Informática";"2019-05-20T02:00:00+02:00";21.7375
"Pasillo Informática";"2019-05-21T02:00:00+02:00";24.298181818181817
"Pasillo Informática";"2019-05-22T02:00:00+02:00";29.580555555555552
"Pasillo Informática";"2019-05-23T02:00:00+02:00";26.561111111111114
"Pasillo Informática";"2019-05-24T02:00:00+02:00";25.22631578947368
"Pasillo Informática";"2019-05-25T02:00:00+02:00";22.61634615384614
"Pasillo Informática";"2019-05-26T02:00:00+02:00";22.36078431372549
"Pasillo Informática";"2019-05-27T02:00:00+02:00";24.625287356321852
"Pasillo Informática";"2019-05-28T02:00:00+02:00";21.462962962962987
"Pasillo Informática";"2019-05-29T02:00:00+02:00";17.656643356643364
"Pasillo Informática";"2019-05-30T02:00:00+02:00";16.890909090909084
"Pasillo Informática";"2019-05-31T02:00:00+02:00";16.08151260504201
"Pasillo Informática";"2019-06-01T02:00:00+02:00";16.00234375000001
"Pasillo Informática";"2019-06-02T02:00:00+02:00";16.639041095890402
"Pasillo Informática";"2019-06-03T02:00:00+02:00";14.435862068965509
"Pasillo Informática";"2019-06-04T02:00:00+02:00";25.655405405405368
"Pasillo Informática";"2019-06-05T02:00:00+02:00";18.71
"Pasillo Informática";"2019-06-06T02:00:00+02:00";22.13660714285714
"Pasillo Informática";"2019-06-07T02:00:00+02:00";22.486363636363627
"Pasillo Informática";"2019-06-08T02:00:00+02:00";19.07066666666667
"Pasillo Informática";"2019-06-09T02:00:00+02:00";21.7829268292683
"Pasillo Informática";"2019-06-10T02:00:00+02:00";21.24044943820225
"Pasillo Informática";"2019-06-11T02:00:00+02:00";19.285
"Pasillo Informática";"2019-06-12T02:00:00+02:00";13.447826086956523
"Pasillo Informática";"2019-06-13T02:00:00+02:00";16.95849056603774
"Pasillo Informática";"2019-06-14T02:00:00+02:00";22.535000000000014
"Pasillo Informática";"2019-06-15T02:00:00+02:00";21.834285714285723
"Pasillo Informática";"2019-06-16T02:00:00+02:00";21.341322314049588
"Pasillo Informática";"2019-06-17T02:00:00+02:00";20.069696969696963
"Pasillo Informática";"2019-06-18T02:00:00+02:00";25.696296296296303
"Pasillo Informática";"2019-06-19T02:00:00+02:00";35.66486486486487
"Pasillo Informática";"2019-06-20T02:00:00+02:00";34.42702702702702
"Pasillo Informática";"2019-06-21T02:00:00+02:00";29.457999999999988
"Pasillo Informática";"2019-06-22T02:00:00+02:00";24.271851851851853
"Pasillo Informática";"2019-06-23T02:00:00+02:00";20.81935483870966
"Pasillo Informática";"2019-06-24T02:00:00+02:00";36.044444444444466
"Pasillo Informática";"2019-06-25T02:00:00+02:00";27.73591549295775
"Pasillo Informática";"2019-06-26T02:00:00+02:00";32.182608695652156
"Pasillo Informática";"2019-06-27T02:00:00+02:00";32.975
"Pasillo Informática";"2019-06-28T02:00:00+02:00";26.736000000000022
"Pasillo Informática";"2019-06-29T02:00:00+02:00";27.465217391304353
"Pasillo Informática";"2019-06-30T02:00:00+02:00";27.55405405405406
"Pasillo Informática";"2019-07-01T02:00:00+02:00";21.695312500000007
"Pasillo Informática";"2019-07-02T02:00:00+02:00";21.999230769230753
"Pasillo Informática";"2019-07-03T02:00:00+02:00";24.368309859154927
"Pasillo Informática";"2019-07-04T02:00:00+02:00";26.114960629921278
"Pasillo Informática";"2019-07-05T02:00:00+02:00";25.209230769230775
"Pasillo Informática";"2019-07-06T02:00:00+02:00";23.859541984732825
"Pasillo Informática";"2019-07-07T02:00:00+02:00";25.181249999999988
"Pasillo Informática";"2019-07-08T02:00:00+02:00";24.998496240601497
"Pasillo Informática";"2019-07-09T02:00:00+02:00";26.166949152542372
"Pasillo Informática";"2019-07-10T02:00:00+02:00";25.082876712328762
"Pasillo Informática";"2019-07-11T02:00:00+02:00";20.87867647058825
"Pasillo Informática";"2019-07-12T02:00:00+02:00";21.825490196078434
"Pasillo Informática";"2019-07-13T02:00:00+02:00";28.614285714285707
"Pasillo Informática";"2019-07-14T02:00:00+02:00";29.390697674418618
"Pasillo Informática";"2019-07-15T02:00:00+02:00";29.986734693877523
"Pasillo Informática";"2019-07-16T02:00:00+02:00";26.321848739495803
"Pasillo Informática";"2019-07-17T02:00:00+02:00";32.9579831932773
"Pasillo Informática";"2019-07-18T02:00:00+02:00";29.376978417266177
"Pasillo Informática";"2019-07-19T02:00:00+02:00";23.663963963963976
"Pasillo Informática";"2019-07-20T02:00:00+02:00";21.259027777777746
"Pasillo Informática";"2019-07-21T02:00:00+02:00";23.053787878787894
"Pasillo Informática";"2019-07-22T02:00:00+02:00";20.23971631205674
"Pasillo Informática";"2019-07-23T02:00:00+02:00";23.236666666666668
