serie,hour,day,month,season,value
1,00,06,07,2,29.4618
1,00,07,07,2,28.6031
1,00,08,07,2,30.0703
1,00,09,07,2,29.564
1,00,10,07,2,27.8463
1,00,11,07,2,28.7136
1,00,12,07,2,23.864
1,00,13,07,2,26.2797
1,00,14,07,2,24.7986
1,00,15,07,2,23.903
1,00,16,07,2,23.4036
1,00,17,07,2,24.5953
1,00,18,07,2,24.1252
1,00,19,07,2,25.2095
1,00,20,07,2,25.1364
1,00,21,07,2,23.7927
1,00,22,07,2,21.7541
1,00,23,07,2,23.5461
1,00,24,07,2,23.0876
1,00,25,07,2,20.6755
1,00,26,07,2,22.9276
1,00,27,07,2,23.1289
1,00,28,07,2,22.5417
1,00,29,07,2,20.6013
1,00,30,07,2,19.6788
1,00,31,07,2,19.4301
1,00,01,08,2,18.8744
1,00,02,08,2,17.4498
1,00,03,08,2,19.0695
1,00,04,08,2,21.5173
1,00,05,08,2,18.2212
1,00,06,08,2,18.9969
1,00,07,08,2,18.9793
1,00,08,08,2,20.8691
1,00,09,08,2,21.688
1,00,10,08,2,16.7507
1,00,11,08,2,17.5353
1,00,12,08,2,18.7023
1,00,13,08,2,19.3356
1,00,14,08,2,19.1976
1,00,15,08,2,19.7842
1,00,16,08,2,21.6938
1,00,17,08,2,25.7188
1,00,18,08,2,25.5405
1,00,19,08,2,25.7862
1,00,20,08,2,28.7639
1,00,21,08,2,19.1811
1,00,22,08,2,21.1884
1,00,23,08,2,23.9479
1,00,24,08,2,23.3348
1,00,25,08,2,22.2884
1,00,26,08,2,24.7478
1,00,27,08,2,23.8821
1,00,28,08,2,21.699
1,00,29,08,2,17.6376
1,00,30,08,2,18.3397
1,00,31,08,2,21.4112
1,00,01,09,3,20.4935
1,00,02,09,3,19.1815
1,00,03,09,3,19.6077
1,00,04,09,3,19.225
1,00,05,09,3,18.7256
1,00,06,09,3,16.4887
1,00,07,09,3,16.9208
1,00,08,09,3,19.8123
1,00,09,09,3,21.2562
1,00,10,09,3,20.1891
1,00,11,09,3,22.4714
1,00,12,09,3,24.3308
1,00,13,09,3,33.6171
1,00,14,09,3,23.5559
1,00,15,09,3,31.7583
1,00,16,09,3,31.6261
1,00,17,09,3,28.355
1,00,18,09,3,24.9359
1,00,19,09,3,23.65
1,00,20,09,3,20.9123
1,00,21,09,3,24.3175
1,00,22,09,3,26.5954
1,00,23,09,3,29.1195
1,00,24,09,3,23.6475
1,00,25,09,3,33.0044
1,00,26,09,3,27.1488
1,00,27,09,3,22.6
1,00,28,09,3,27.2528
1,00,29,09,3,26.6727
1,00,30,09,3,26.7162
1,00,01,10,3,26.7699
1,00,02,10,3,20.2261
1,00,03,10,3,21.8764
1,00,04,10,3,23.4062
1,00,05,10,3,21.814
1,00,06,10,3,18.5726
1,00,07,10,3,19.5652
1,00,08,10,3,16.3563
1,00,09,10,3,27.9658
1,00,10,10,3,30.7319
1,00,11,10,3,34.4114
1,00,12,10,3,43.2953
1,00,13,10,3,43.7052
1,00,14,10,3,42.2717
1,00,15,10,3,36.1821
1,00,16,10,3,38.1797
1,00,17,10,3,47.9469
1,00,18,10,3,51.1819
1,00,19,10,3,52.513
1,00,20,10,3,49.3807
1,00,21,10,3,49.0521
1,00,22,10,3,52.2473
1,00,23,10,3,51.366
1,00,24,10,3,50.8463
1,00,25,10,3,54.4277
1,00,26,10,3,55.1
1,00,27,10,3,56.7187
1,00,28,10,3,55.0237
1,00,29,10,3,52.4007
1,00,30,10,3,43.2803
1,00,31,10,3,34.8139
1,00,01,11,3,36.6177
1,00,02,11,3,45.6025
1,00,03,11,3,48.1283
1,00,04,11,3,50.4633
1,00,05,11,3,57.8711
1,00,06,11,3,40.283
1,00,07,11,3,30.0511
1,00,08,11,3,32.0944
1,00,09,11,3,40.1457
1,00,10,11,3,35.1066
1,00,11,11,3,34.8348
1,00,12,11,3,38.1084
1,00,13,11,3,48.3007
1,00,14,11,3,39.0276
1,00,15,11,3,29.0358
1,00,16,11,3,27.912
1,00,17,11,3,30.527
1,00,18,11,3,34.5489
1,00,19,11,3,32.2418
1,00,20,11,3,48.5708
1,00,21,11,3,49.8
1,00,22,11,3,37.749
1,00,23,11,3,33.2923
1,00,24,11,3,31.275
1,00,25,11,3,38.9417
1,00,26,11,3,44.7525
1,00,27,11,3,47.102
1,00,28,11,3,46.257
1,00,29,11,3,42.8776
1,00,30,11,3,37.2328
1,00,01,12,4,43.1111
1,00,02,12,4,45.2163
1,00,03,12,4,45.3569
1,00,04,12,4,51.0993
1,00,05,12,4,49.2092
1,00,06,12,4,48.0714
1,00,07,12,4,46.856
1,00,08,12,4,40.7125
1,00,09,12,4,41.1333
1,00,10,12,4,45.1509
1,00,11,12,4,44.9691
1,00,12,12,4,44.8662
1,00,13,12,4,44.6714
1,00,14,12,4,46.3362
1,00,15,12,4,38.7993
1,00,16,12,4,38.9725
1,00,17,12,4,39.7391
1,00,18,12,4,34.6624
1,00,19,12,4,33.6254
1,00,20,12,4,29.7559
1,00,21,12,4,32.2625
1,00,22,12,4,34.832
1,00,23,12,4,37.7452
1,00,24,12,4,41.2318
1,00,25,12,4,41.4038
1,00,26,12,4,40.888
1,00,27,12,4,41.7189
1,00,28,12,4,42.3269
1,00,29,12,4,42.449
1,00,30,12,4,42.1713
1,00,31,12,4,41.3449
1,00,01,01,4,41.1327
1,00,02,01,4,49.8434
1,00,03,01,4,57.6048
1,00,04,01,4,65.0713
1,00,05,01,4,65.8295
1,00,06,01,4,54.519
1,00,07,01,4,46.4845
1,00,08,01,4,44.4662
1,00,09,01,4,43.5607
1,00,10,01,4,43.642
1,00,11,01,4,46
1,00,12,01,4,46.0044
1,00,13,01,4,34.4983
1,00,14,01,4,27.7344
1,00,15,01,4,28.4871
1,00,16,01,4,31.0156
1,00,17,01,4,31.4331
1,00,18,01,4,17.2007
1,00,19,01,4,17.1603
1,00,20,01,4,22.2344
1,00,21,01,4,27.6217
1,00,22,01,4,31.2164
1,00,23,01,4,28.4551
1,00,24,01,4,24.7134
1,00,25,01,4,22.2139
1,00,26,01,4,31.5839
1,00,27,01,4,38.7579
1,00,28,01,4,43.2293
1,00,29,01,4,52.7648
1,00,30,01,4,54.7561
1,00,31,01,4,44.3149
1,00,01,02,4,46.535
1,00,02,02,4,45.9183
1,00,03,02,4,47.66
1,00,04,02,4,55.5689
1,00,05,02,4,43.9227
1,00,06,02,4,43.4342
1,00,07,02,4,43.751
1,00,08,02,4,28.3742
1,00,09,02,4,26.0595
1,00,10,02,4,30.9103
1,00,11,02,4,32.5481
1,00,12,02,4,35.2377
1,00,13,02,4,31.5062
1,00,14,02,4,48.4227
1,00,15,02,4,40.7331
1,00,16,02,4,37.15
1,00,17,02,4,34.2427
1,00,18,02,4,36.5545
1,00,19,02,4,39.0417
1,00,20,02,4,34.254
1,00,21,02,4,26.3529
1,00,22,02,4,27.7974
1,00,23,02,4,33.3783
1,00,24,02,4,35.217
1,00,25,02,4,34.55
1,00,26,02,4,40.7628
1,00,27,02,4,38.2938
1,00,28,02,4,39.3769
1,00,01,03,1,36.8885
1,00,02,03,1,35.7308
1,00,03,03,1,36.1612
1,00,04,03,1,32.9177
1,00,05,03,1,49.154
1,00,06,03,1,54.1469
1,00,07,03,1,43.5875
1,00,08,03,1,39.148
1,00,09,03,1,36.8402
1,00,10,03,1,34.6827
1,00,11,03,1,36.1676
1,00,12,03,1,28.5397
1,00,13,03,1,23.7531
1,00,14,03,1,33.4504
1,00,15,03,1,28.929
1,00,16,03,1,24.9901
1,00,17,03,1,23.502
1,00,18,03,1,23.3336
1,00,19,03,1,28.4447
1,00,20,03,1,35.2596
1,00,21,03,1,31.8371
1,00,22,03,1,31.3275
1,00,23,03,1,29.3725
1,00,24,03,1,27.8092
1,00,25,03,1,35.5148
1,00,26,03,1,43.1834
1,00,27,03,1,47.3584
1,00,28,03,1,44.4599
1,00,29,03,1,38.0196
1,00,30,03,1,36.4137
1,00,31,03,1,37.5908
1,00,01,04,1,33.0014
1,00,02,04,1,31.9673
1,00,03,04,1,32.3389
1,00,04,04,1,33.5617
1,00,05,04,1,28.2617
1,00,06,04,1,28.151
1,00,07,04,1,29.78
1,00,08,04,1,29.6232
1,00,09,04,1,29.408
1,00,10,04,1,28.9322
1,00,11,04,1,28.0566
1,00,12,04,1,26.8033
1,00,13,04,1,29.184
1,00,14,04,1,32.9139
1,00,15,04,1,32.2159
1,00,16,04,1,31.1954
1,00,17,04,1,28.2839
1,00,18,04,1,28.0435
1,00,19,04,1,28.7424
1,00,20,04,1,27.9542
1,00,21,04,1,23.4372
1,00,22,04,1,23.0539
1,00,23,04,1,25.1537
1,00,24,04,1,33.7633
1,00,25,04,1,37.8412
1,00,26,04,1,29.9692
1,00,27,04,1,23.0719
1,00,28,04,1,22.6944
1,00,29,04,1,36.745
1,00,30,04,1,32.9861
1,00,01,05,1,24.5572
1,00,02,05,1,28.5112
1,00,03,05,1,30.6944
1,00,04,05,1,32.4055
1,00,05,05,1,40.3704
1,00,06,05,1,36.0171
1,00,07,05,1,33.5384
1,00,08,05,1,33.2903
1,00,09,05,1,31.6682
1,00,10,05,1,40.1177
1,00,11,05,1,44.2676
1,00,12,05,1,46.0954
1,00,13,05,1,42.298
1,00,14,05,1,41.8713
1,00,15,05,1,42.1208
1,00,16,05,1,40.7228
1,00,17,05,1,40.4929
1,00,18,05,1,26.7831
1,00,19,05,1,21.482
1,00,20,05,1,23.5093
1,00,21,05,1,25.8607
1,00,22,05,1,39.6049
1,00,23,05,1,31.4354
1,00,24,05,1,26.4851
1,00,25,05,1,27.8442
1,00,26,05,1,35.1669
1,00,27,05,1,36.945
1,00,28,05,1,33.0946
1,00,29,05,1,32.646
1,00,30,05,1,31.3868
1,00,31,05,1,30.6082
1,00,01,06,2,30.7727
1,00,02,06,2,27.1818
1,00,03,06,2,26.2556
1,00,04,06,2,23.4046
1,00,05,06,2,22.0415
1,00,06,06,2,27.5873
1,00,07,06,2,21.0711
1,00,08,06,2,23.4607
1,00,09,06,2,23.5459
1,00,10,06,2,25.4173
1,00,11,06,2,26.7727
1,00,12,06,2,26.0777
1,00,13,06,2,22.2228
1,00,14,06,2,26.1604
1,00,15,06,2,27.7135
1,00,16,06,2,25.1589
1,00,17,06,2,23.4861
1,00,18,06,2,22.8291
1,00,19,06,2,23.139
1,00,20,06,2,24.7912
1,00,21,06,2,26.7395
1,00,22,06,2,26.7138
1,00,23,06,2,16.3951
1,00,24,06,2,17.1691
1,00,25,06,2,21.7644
1,00,26,06,2,25.448
1,00,27,06,2,26.9662
1,00,28,06,2,29.9446
1,00,29,06,2,22.2622
1,00,30,06,2,23.0141
1,00,01,07,2,17.9867
1,00,02,07,2,17.2197
1,00,03,07,2,18.014
1,00,04,07,2,17.1068
1,00,05,07,2,29.3912
1,00,06,07,2,27.5258
1,00,07,07,2,29.6781
1,00,08,07,2,35.3563
1,00,09,07,2,34.9669
1,00,10,07,2,28.2611
1,00,11,07,2,24.9615
1,00,12,07,2,20.1854
1,00,13,07,2,17.7201
1,00,14,07,2,15.3007
1,00,15,07,2,12.1215
1,00,16,07,2,12.4262
1,00,17,07,2,12.0322
1,00,18,07,2,14.4733
1,00,19,07,2,24.7285
1,00,20,07,2,22.7093
1,00,21,07,2,20.0253
1,00,22,07,2,18.7318
1,00,23,07,2,20.0438
1,00,24,07,2,20.9215
1,00,25,07,2,16.1854
1,00,26,07,2,15.925
1,00,27,07,2,16.0081
1,00,28,07,2,15.8386
1,00,29,07,2,18.984
1,00,30,07,2,17.319
1,00,31,07,2,15.9557
1,00,01,08,2,15.6901
1,00,02,08,2,15.4391
1,00,03,08,2,17.1784
1,00,04,08,2,22.8257
1,00,05,08,2,18.8675
1,00,06,08,2,17.5444
1,00,07,08,2,12.0364
1,00,08,08,2,13.54
1,00,09,08,2,13.706
1,00,10,08,2,9.49799
1,00,11,08,2,10.5812
1,00,12,08,2,10.0753
1,00,13,08,2,11.057
1,00,14,08,2,15.2066
1,00,15,08,2,15.8099
1,00,16,08,2,14.394
1,00,17,08,2,16.8483
1,00,18,08,2,16.1122
1,00,19,08,2,17.3128
1,00,20,08,2,17.2027
1,00,21,08,2,21.5497
1,00,22,08,2,19.9993
1,00,23,08,2,14.9781
1,00,24,08,2,14.0581
1,00,25,08,2,13.0784
1,00,26,08,2,12.0934
1,00,27,08,2,17.9887
1,00,28,08,2,23.49
1,00,29,08,2,27.6436
1,00,30,08,2,26.5716
1,00,31,08,2,28.8905
1,00,01,09,3,22.4827
1,00,02,09,3,16.6513
1,00,03,09,3,13.2113
1,00,04,09,3,24.0392
1,00,05,09,3,27.9534
1,00,06,09,3,23.1113
1,00,07,09,3,18.6014
1,00,08,09,3,9.56
1,00,09,09,3,16.8887
1,00,10,09,3,15.9213
1,00,11,09,3,21.4231
1,00,12,09,3,22.4
1,00,13,09,3,22.1707
1,00,14,09,3,22.8477
1,00,15,09,3,15.0139
1,00,16,09,3,13.9718
1,00,17,09,3,12.6627
1,00,18,09,3,22.8886
1,00,19,09,3,23.778
1,00,20,09,3,19.0927
1,00,21,09,3,19.9229
1,00,22,09,3,23.3521
1,00,23,09,3,21.3467
1,00,24,09,3,18.9547
1,00,25,09,3,22.3558
1,00,26,09,3,17.5817
1,00,27,09,3,15.7993
1,00,28,09,3,20.5209
1,00,29,09,3,25.104
1,00,30,09,3,25.4437
1,00,01,10,3,25.8966
1,00,02,10,3,26.4171
1,00,03,10,3,27.0258
1,00,04,10,3,23.84
1,00,05,10,3,22.92
1,00,06,10,3,19.4658
1,00,07,10,3,10.2333
1,00,08,10,3,11.3931
1,00,09,10,3,12.6355
1,00,10,10,3,13.5497
1,00,11,10,3,14.2767
1,00,12,10,3,16.7614
1,00,13,10,3,25.465
1,00,14,10,3,33.4525
1,00,15,10,3,28.5046
1,00,16,10,3,29.9293
1,00,17,10,3,36.6357
1,00,18,10,3,26.1587
1,00,19,10,3,31.2237
1,00,20,10,3,47.3712
1,00,21,10,3,44.5262
1,00,22,10,3,25.7772
1,00,23,10,3,25.7827
1,00,24,10,3,23.1611
1,00,25,10,3,23.5785
1,00,26,10,3,26.0256
1,00,27,10,3,23.9418
1,00,28,10,3,23.2991
1,00,29,10,3,22.3786
1,00,30,10,3,20.3265
1,00,31,10,3,23.2433
1,00,01,11,3,29.033
1,00,02,11,3,35.4829
1,00,03,11,3,48.6385
1,00,04,11,3,45.1
1,00,05,11,3,32.7846
1,00,06,11,3,28.497
1,00,07,11,3,27.5417
1,00,08,11,3,33.2697
1,00,09,11,3,18.9246
1,00,10,11,3,21.5333
1,00,11,11,3,26.5679
1,00,12,11,3,24.5415
1,00,13,11,3,27.2264
1,00,14,11,3,19.788
1,00,15,11,3,20.3037
1,00,16,11,3,20.7811
1,00,17,11,3,22.3532
1,00,18,11,3,21.968
1,00,19,11,3,21.3934
1,00,20,11,3,21.7952
1,00,21,11,3,21.3943
1,00,22,11,3,20.1202
1,00,23,11,3,21.8134
1,00,24,11,3,31.5063
1,00,25,11,3,29.4746
1,00,26,11,3,25.4816
1,00,27,11,3,21.3742
1,00,28,11,3,30.5321
1,00,29,11,3,28.6803
1,00,30,11,3,18.486
1,00,01,12,4,18.6087
1,00,02,12,4,17.3184
1,00,03,12,4,18.7639
1,00,04,12,4,19.1933
1,00,05,12,4,20.1168
1,00,06,12,4,19.5795
1,00,07,12,4,19.9583
1,00,08,12,4,26.96
1,00,09,12,4,46.8768
1,00,10,12,4,53.0659
1,00,11,12,4,39.9939
1,00,12,12,4,25.5694
1,00,13,12,4,25.0681
1,00,14,12,4,42.4231
1,00,15,12,4,42.4794
1,00,16,12,4,23.5269
1,00,17,12,4,22.2933
1,00,18,12,4,22.3373
1,00,19,12,4,24.4429
1,00,20,12,4,20.7256
1,00,21,12,4,20.9941
1,00,22,12,4,23.3992
1,00,23,12,4,25.2655
1,00,24,12,4,29.9223
1,00,25,12,4,36.5611
1,00,26,12,4,45.0085
1,00,27,12,4,45.0292
1,00,28,12,4,63.8554
1,00,29,12,4,67.9698
1,00,30,12,4,60.1092
1,00,31,12,4,51.8231
1,00,01,01,4,44.9021
1,00,02,01,4,51.5831
1,00,03,01,4,63.8672
1,00,04,01,4,63.984
1,00,05,01,4,59.0765
1,00,06,01,4,39.066
1,00,07,01,4,36.4819
1,00,08,01,4,37.6063
1,00,09,01,4,32.4773
1,00,10,01,4,40.3527
1,00,11,01,4,33.1296
1,00,12,01,4,27.0686
1,00,13,01,4,34.0146
1,00,14,01,4,35.7333
1,00,15,01,4,29.5225
1,00,16,01,4,34.1934
1,00,17,01,4,38.0154
1,00,18,01,4,30.4903
1,00,19,01,4,27.6661
1,00,20,01,4,27.2286
1,00,21,01,4,36.0115
1,00,22,01,4,36.5755
1,00,23,01,4,33.7876
1,00,24,01,4,33.7316
1,00,25,01,4,32.2529
1,00,26,01,4,25.0837
1,00,27,01,4,27.2523
1,00,28,01,4,28.9522
1,00,29,01,4,36.5815
1,00,30,01,4,28.4534
1,00,31,01,4,27.2414
1,00,01,02,4,24.6202
1,00,02,02,4,18.2389
1,00,03,02,4,21.3157
1,00,04,02,4,26.8818
1,00,05,02,4,22.4449
1,00,06,02,4,17.6149
1,00,07,02,4,16.4531
1,00,08,02,4,14.6386
1,00,09,02,4,21.1141
1,00,10,02,4,22.7951
1,00,11,02,4,29.7192
1,00,12,02,4,27.3219
1,00,13,02,4,23.4576
1,00,14,02,4,31.9595
1,00,15,02,4,35.1467
1,00,16,02,4,34.1814
1,00,17,02,4,31.269
1,00,18,02,4,26.6447
1,00,19,02,4,22.949
1,00,20,02,4,23.8226
1,00,21,02,4,20.2172
1,00,22,02,4,13.9145
1,00,23,02,4,12.8421
1,00,24,02,4,12.0862
1,00,25,02,4,16.6082
1,00,26,02,4,19.7739
1,00,27,02,4,34.9992
1,00,28,02,4,44.5622
1,00,01,03,1,41.6976
1,00,02,03,1,37.57
1,00,03,03,1,41.5538
1,00,04,03,1,43.3857
1,00,05,03,1,39.728
1,00,06,03,1,34.9381
1,00,07,03,1,25.8813
1,00,08,03,1,40.7621
1,00,09,03,1,48.3974
1,00,10,03,1,44.2108
1,00,11,03,1,40.38
1,00,12,03,1,38.1311
1,00,13,03,1,40.5867
1,00,14,03,1,44.9587
1,00,15,03,1,35.7008
1,00,16,03,1,30.7769
1,00,17,03,1,34.7714
1,00,18,03,1,33.2046
1,00,19,03,1,35.0045
1,00,20,03,1,21.1764
1,00,21,03,1,18.966
1,00,22,03,1,17.5119
1,00,23,03,1,33.7259
1,00,24,03,1,31.2889
1,00,25,03,1,30.444
1,00,26,03,1,28.3084
1,00,27,03,1,33.5571
1,00,28,03,1,31.0459
1,00,29,03,1,31.8824
1,00,30,03,1,27.9006
1,00,31,03,1,33.1027
1,00,01,04,1,35.337
1,00,02,04,1,32.9748
1,00,03,04,1,33.6276
1,00,04,04,1,38.2635
1,00,05,04,1,34.0059
1,00,06,04,1,34.2944
1,00,07,04,1,34.1556
1,00,08,04,1,34.9402
1,00,09,04,1,34.9615
1,00,10,04,1,38.3267
1,00,11,04,1,28.0385
1,00,12,04,1,35.5208
1,00,13,04,1,34.6171
1,00,14,04,1,34.1051
1,00,15,04,1,43.5714
1,00,16,04,1,37.4769
1,00,17,04,1,36.2049
1,00,18,04,1,38.2067
1,00,19,04,1,38.7469
1,00,20,04,1,37.1458
1,00,21,04,1,42.6522
1,00,22,04,1,49.3871
1,00,23,04,1,49.3591
1,00,24,04,1,39.4978
1,00,25,04,1,39.797
1,00,26,04,1,39.0138
1,00,27,04,1,29.6818
1,00,28,04,1,25.0805
1,00,29,04,1,30.2654
1,00,30,04,1,27.9506
1,00,01,05,1,29.0306
1,00,02,05,1,28.3298
1,00,03,05,1,36.2435
1,00,04,05,1,28.9128
1,00,05,05,1,33.5942
1,00,06,05,1,32.651
1,00,07,05,1,42.5703
1,00,08,05,1,47.3595
1,00,09,05,1,44.0636
1,00,10,05,1,36.7235
1,00,11,05,1,38.6604
1,00,12,05,1,27.6827
1,00,13,05,1,21.8361
1,00,14,05,1,28.7859
1,00,15,05,1,27.0174
1,00,16,05,1,27.8264
1,00,17,05,1,26.7406
1,00,18,05,1,38.6063
1,00,19,05,1,38.9222
1,00,20,05,1,42.1947
1,00,21,05,1,39.9772
1,00,22,05,1,37.7554
1,00,23,05,1,38.4659
1,00,24,05,1,45.2
1,00,25,05,1,42.9717
1,00,26,05,1,40.1941
1,00,27,05,1,44.5929
1,00,28,05,1,42.7719
1,00,29,05,1,41.2273
1,00,30,05,1,43.5941
1,00,31,05,1,39.3975
1,00,01,06,2,34.4023
1,00,02,06,2,36.0912
1,00,03,06,2,38.5415
1,00,04,06,2,37.0333
1,00,05,06,2,39.2077
1,00,06,06,2,43.4829
1,00,07,06,2,47.8936
1,00,08,06,2,45.017
1,00,09,06,2,39.7264
1,00,10,06,2,47.4894
1,00,11,06,2,44.9512
1,00,12,06,2,43.0815
1,00,13,06,2,41.2261
1,00,14,06,2,31.9753
1,00,15,06,2,29.6145
1,00,16,06,2,35.2667
1,00,17,06,2,28.9598
1,00,18,06,2,26.9306
1,00,19,06,2,27.4854
1,00,20,06,2,30.7408
1,00,21,06,2,32.4293
1,00,22,06,2,35.3209
1,00,23,06,2,39.4351
1,00,24,06,2,32.0536
1,00,25,06,2,35.2155
1,00,26,06,2,30.5061
1,00,27,06,2,27.4547
1,00,28,06,2,30.5491
1,00,29,06,2,25.2212
1,00,30,06,2,35.2601
1,00,01,07,2,35.1486
1,00,02,07,2,37.2071
1,00,03,07,2,34.1929
1,00,04,07,2,30.2984
1,00,05,07,2,31.8076
1,00,06,07,2,37
1,00,07,07,2,30.95
1,00,08,07,2,29.856
1,00,09,07,2,27.558
1,00,10,07,2,30.195
1,00,11,07,2,40.3007
1,00,12,07,2,29.581
1,00,13,07,2,32.5047
1,00,14,07,2,29.7043
1,00,15,07,2,29.6007
1,00,16,07,2,31.4629
1,00,17,07,2,28.7956
1,00,18,07,2,28.5253
1,00,19,07,2,27.2361
1,00,20,07,2,31.441
1,00,21,07,2,28.2989
1,00,22,07,2,26.2906
1,00,23,07,2,27.3579
1,00,24,07,2,27.0262
1,00,25,07,2,26.4108
1,00,26,07,2,32.1098
1,00,27,07,2,27.5893
1,00,28,07,2,26.4031
1,00,29,07,2,25.5341
1,00,30,07,2,26.8568
1,00,31,07,2,31.1462
1,00,01,08,2,26.1628
1,00,02,08,2,19.5592
1,00,03,08,2,18.674
1,00,04,08,2,18.9632
1,00,05,08,2,18.0472
1,00,06,08,2,16.0632
1,00,07,08,2,15.6319
1,00,08,08,2,18.3547
1,00,09,08,2,17.4271
1,00,10,08,2,14.0318
1,00,11,08,2,16.2058
1,00,12,08,2,18.1486
1,00,13,08,2,25.3396
1,00,14,08,2,24.1675
1,00,15,08,2,20.0489
1,00,16,08,2,20.4971
1,00,17,08,2,20.6883
1,00,18,08,2,22.048
1,00,19,08,2,24.3081
1,00,20,08,2,24.0175
1,00,21,08,2,23.1432
1,00,22,08,2,21.96
1,00,23,08,2,18.9533
1,00,24,08,2,19.3491
1,00,25,08,2,12.9838
1,00,26,08,2,13.0331
1,00,27,08,2,15.1336
1,00,28,08,2,26.7721
1,00,29,08,2,27.6305
1,00,30,08,2,25.5561
1,00,31,08,2,20.9209
1,00,01,09,3,18.545
1,00,02,09,3,24.069
1,00,03,09,3,32.3493
1,00,04,09,3,28.9553
1,00,05,09,3,30.8856
1,00,06,09,3,30.7276
1,00,07,09,3,23.9056
1,00,08,09,3,26.9521
1,00,09,09,3,31.1831
1,00,10,09,3,26.3061
1,00,11,09,3,27.6232
1,00,12,09,3,29.1089
1,00,13,09,3,26.596
1,00,14,09,3,27.9007
1,00,15,09,3,36.9198
1,00,16,09,3,35.3681
1,00,17,09,3,35.95
1,00,18,09,3,36.439
1,00,19,09,3,28.6018
1,00,20,09,3,27.4468
1,00,21,09,3,25.2218
1,00,22,09,3,26.9478
1,00,23,09,3,32.3403
1,00,24,09,3,31.3407
1,00,25,09,3,29.3865
1,00,26,09,3,24.8271
1,00,27,09,3,24.0275
1,00,28,09,3,25.1271
1,00,29,09,3,24.3747
1,00,30,09,3,24.5513
1,00,01,10,3,29.307
1,00,02,10,3,26.273
1,00,03,10,3,24.3756
1,00,04,10,3,16.5238
1,00,05,10,3,26.9095
1,00,06,10,3,27.1941
1,00,07,10,3,22.329
1,00,08,10,3,20.2315
1,00,09,10,3,22.4792
1,00,10,10,3,29.0979
1,00,11,10,3,45.8145
1,00,12,10,3,40.2842
1,00,13,10,3,38.8
1,00,14,10,3,33.4525
1,00,15,10,3,28.5046
1,00,16,10,3,29.9293
1,00,17,10,3,35.3533
1,00,18,10,3,43.7797
1,00,19,10,3,49.7429
1,00,20,10,3,48.6404
1,00,21,10,3,49.017
1,00,22,10,3,49.3863
1,00,23,10,3,48.375
1,00,24,10,3,47.1275
1,00,25,10,3,38.0139
1,00,26,10,3,47.8569
1,00,27,10,3,36.5845
1,00,28,10,3,20.8733
1,00,29,10,3,21.4338
1,00,30,10,3,35.5343
1,00,31,10,3,32.291
1,00,01,11,3,31.4438
1,00,02,11,3,43.5235
1,00,03,11,3,44.8871
1,00,04,11,3,45.5354
1,00,05,11,3,39.3594
1,00,06,11,3,37.3315
1,00,07,11,3,39.8211
1,00,08,11,3,38.3569
1,00,09,11,3,32.04
1,00,10,11,3,47.1247
1,00,11,11,3,51.5919
1,00,12,11,3,49.3611
1,00,13,11,3,47.3814
1,00,14,11,3,41.9027
1,00,15,11,3,40.0515
1,00,16,11,3,40.2959
1,00,17,11,3,38.1308
1,00,18,11,3,43.1612
1,00,19,11,3,44.9426
1,00,20,11,3,38.73
1,00,21,11,3,36.9206
1,00,22,11,3,35.0788
1,00,23,11,3,34.3861
1,00,24,11,3,34.311
1,00,25,11,3,48.8077
1,00,26,11,3,39.3649
1,00,27,11,3,32.8053
1,00,28,11,3,30.9654
1,00,29,11,3,31.2819
1,00,30,11,3,35.6872
1,00,01,12,4,33.5765
1,00,02,12,4,45.2134
1,00,03,12,4,42.1211
1,00,04,12,4,39.6302
1,00,05,12,4,40.7748
1,00,06,12,4,41.2069
1,00,07,12,4,37.1394
1,00,08,12,4,42.4171
1,00,09,12,4,40.3182
1,00,10,12,4,40.3764
1,00,11,12,4,36.3851
1,00,12,12,4,39.5055
1,00,13,12,4,36.6766
1,00,14,12,4,31.9386
1,00,15,12,4,37.5087
1,00,16,12,4,46.2153
1,00,17,12,4,37.4345
1,00,18,12,4,37.3415
1,00,19,12,4,39.5414
1,00,20,12,4,41.6736
1,00,21,12,4,38.4367
1,00,22,12,4,38.8336
1,00,23,12,4,40.3152
1,00,24,12,4,38.9429
1,00,25,12,4,42.3333
1,00,26,12,4,42.3339
1,00,27,12,4,43.0732
1,00,28,12,4,49.2576
1,00,29,12,4,42.0918
1,00,30,12,4,41.8784
1,00,31,12,4,41.5923
1,00,01,01,4,41.31
1,00,02,01,4,41.1623
1,00,03,01,4,40.6946
1,00,04,01,4,40.5382
1,00,05,01,4,40.1636
1,00,06,01,4,39.3636
1,00,07,01,4,39.4938
1,00,08,01,4,34.2
1,00,09,01,4,30.1361
1,00,10,01,4,28.0491
1,00,11,01,4,21.4612
1,00,12,01,4,21.737
1,00,13,01,4,29.3061
1,00,14,01,4,30.75
1,00,15,01,4,31.6336
1,00,16,01,4,32.8904
1,00,17,01,4,33.7581
1,00,18,01,4,26.425
1,00,19,01,4,37.2189
1,00,20,01,4,43.1308
1,00,21,01,4,32.7375
1,00,22,01,4,31.5267
1,00,23,01,4,35.6709
1,00,24,01,4,35.3271
1,00,25,01,4,33.6054
1,00,26,01,4,32.5875
1,00,27,01,4,30.5045
1,00,28,01,4,38.435
1,00,29,01,4,43.7338
1,00,30,01,4,39.6699
1,00,31,01,4,48.5212
