serie,hour,day,month,value
5,01,18,03,20.1008
5,01,19,03,20.1515
5,01,20,03,20.5549
5,01,21,03,20.7477
5,01,22,03,20.5784
5,01,23,03,20.0505
5,01,24,03,19.4091
5,01,25,03,19.0062
5,01,26,03,18.8269
5,01,27,03,19.8705
5,02,28,03,19.0482
5,02,29,03,19.3273
5,02,30,03,18.8745
5,02,31,03,18.1556
5,02,01,04,18.4756
5,02,02,04,18.709
5,02,03,04,20.4729
5,02,04,04,20.8459
5,02,05,04,21.0885
5,02,06,04,20.8978
5,02,07,04,20.0365
5,02,08,04,20.2033
5,02,09,04,20.7441
5,02,10,04,21.0871
5,02,11,04,21.3659
5,02,12,04,21.0969
5,02,13,04,21.2119
5,02,14,04,21.1099
5,02,15,04,20.9214
5,02,16,04,21.5295
5,02,17,04,22.0131
5,02,18,04,22.4296
5,02,19,04,23.0326
5,02,20,04,23.0351
5,02,21,04,22.0776
5,02,22,04,21.44
5,02,23,04,21.4687
5,02,24,04,21.2931
5,02,25,04,22.2159
5,02,26,04,22.1766
5,02,27,04,21.9393
5,02,28,04,21.1524
5,02,29,04,21.0378
5,02,30,04,20.7683
5,02,01,05,20.7436
5,02,02,05,21.5753
5,02,03,05,22.0799
5,02,04,05,22.3419
5,02,05,05,22.1055
5,02,06,05,22.7798
5,02,07,05,22.9035
5,02,08,05,23.3305
5,02,09,05,23.3759
5,02,10,05,23.0483
5,02,11,05,22.8085
5,02,12,05,22.3737
5,02,13,05,22.1637
5,02,14,05,22.5496
5,02,15,05,23.4058
5,02,16,05,24.0938
5,02,17,05,24.0302
5,02,18,05,23.6722
5,02,19,05,23.2041
5,02,20,05,23.1584
5,02,21,05,23.2529
5,02,22,05,23.6772
5,02,23,05,24.2805
5,02,24,05,24.3959
5,02,25,05,24.3128
5,02,26,05,24.2201
5,02,27,05,24.8009
5,02,28,05,24.6982
5,02,29,05,24.5919
5,02,30,05,24.8459
5,02,31,05,24.9835
5,02,01,06,25.1145
5,02,02,06,25.2723
5,02,03,06,25.1889
5,02,04,06,24.7363
5,02,05,06,24.5718
5,02,06,06,24.2594
5,02,07,06,24.1674
5,02,08,06,23.9408
5,02,09,06,23.9111
5,02,10,06,24.0356
5,02,11,06,24.1993
5,02,12,06,24.2931
5,02,13,06,24.4109
5,02,14,06,24.6469
5,02,15,06,25.0165
5,02,16,06,26.1174
5,02,17,06,26.4851
5,02,18,06,26.8098
5,02,19,06,26.4984
5,02,20,06,26.3831
5,02,21,06,26.0176
5,02,22,06,25.935
5,02,23,06,26.4765
5,02,24,06,26.8802
5,02,25,06,27.0686
5,02,26,06,27.1436
5,02,27,06,26.8438
5,02,28,06,26.8438
5,02,29,06,26.856
5,02,30,06,26.9276
5,02,01,07,26.6913
5,02,02,07,26.2949
5,02,03,07,26.6749
5,02,04,07,26.8661
5,02,05,07,27.0602
5,02,06,07,27.1801
5,02,07,07,27.5112
5,02,08,07,27.4712
5,02,09,07,27.7073
5,02,10,07,27.7202
5,02,11,07,27.7872
5,02,12,07,28.2511
5,02,13,07,28.4922
5,02,14,07,28.2312
5,02,15,07,28.2653
5,02,16,07,28.6317
5,02,17,07,28.6503
5,02,18,07,28.8308
5,02,19,07,28.5882
5,02,20,07,28.7541
5,02,21,07,28.7539
5,02,22,07,28.3883
5,02,23,07,28.42
5,02,24,07,28.4976
5,02,25,07,28.7749
5,02,26,07,28.9587
5,02,27,07,28.9575
5,02,28,07,28.9667
5,02,29,07,28.4572
5,02,30,07,28.6968
5,02,31,07,28.6233
5,02,01,08,28.9465
5,02,02,08,29.1042
5,02,03,08,29.398
5,02,04,08,29.7397
5,02,05,08,29.9753
5,02,06,08,30.2481
5,02,07,08,30.1648
5,02,08,08,29.9371
5,02,09,08,29.5918
5,02,10,08,29.1874
5,02,11,08,28.9939
5,02,12,08,28.7999
5,02,13,08,28.6984
5,02,14,08,30.9535
5,02,15,08,30.8312
5,02,16,08,30.5826
5,02,17,08,30.0134
5,02,18,08,29.7507
5,02,19,08,29.5616
5,02,20,08,29.3787
5,02,21,08,29.1934
5,02,22,08,29.5623
5,02,23,08,30.0039
5,02,24,08,30.37
5,02,25,08,30.4953
5,02,26,08,31.2187
5,02,27,08,33.7061
5,02,28,08,33.694
5,02,29,08,32.3166
5,02,30,08,30.6773
5,02,31,08,30.2333
5,02,01,09,29.0327
5,02,02,09,28.9742
5,02,03,09,30.0693
5,02,04,09,30.455
5,02,05,09,30.7927
5,02,06,09,31.094
5,02,07,09,31.1954
5,02,08,09,30.49
5,02,09,09,29.4605
5,02,10,09,29.1373
5,02,11,09,29.0351
5,02,12,09,28.1965
5,02,13,09,28.0329
5,02,14,09,27.2739
5,02,15,09,26.2198
5,02,16,09,26.0853
5,02,17,09,26.2307
5,02,18,09,26.3296
5,02,19,09,26.2507
5,02,20,09,26.9476
5,02,21,09,27.5733
5,02,22,09,27.1493
5,02,23,09,27.4487
5,02,24,09,27.342
5,02,25,09,27.6344
5,02,26,09,26.7742
5,02,27,09,25.4224
5,02,28,09,25.9108
5,02,29,09,26.966
5,02,30,09,25.5407
5,02,01,10,25.9112
5,02,02,10,25.7796
5,02,03,10,26.2154
5,02,04,10,25.3715
5,02,05,10,26.4937
5,02,06,10,26.177
5,02,07,10,26.9907
5,02,08,10,27.0616
5,02,09,10,25.7152
5,02,10,10,26.1027
5,02,11,10,25.5161
5,02,12,10,24.1273
5,02,13,10,23.7404
5,02,14,10,23.396
5,02,15,10,22.6375
5,02,16,10,22.27
5,02,17,10,22.9274
5,02,18,10,23.2445
5,02,19,10,23.9715
5,02,20,10,24.1593
5,02,21,10,24.1627
5,02,22,10,23.2948
5,02,23,10,22.2618
5,02,24,10,22.155
5,02,25,10,22.1691
5,02,26,10,23.1894
5,02,27,10,24.1529
5,02,28,10,23.8282
5,02,29,10,23.2792
5,02,30,10,22.794
5,01,31,10,22.3547
5,01,01,11,22.2099
5,01,02,11,23.2678
5,01,03,11,22.8596
5,01,04,11,22.5469
5,01,05,11,21.4586
5,01,06,11,21.8314
5,01,07,11,20.4053
5,01,08,11,19.9408
5,01,09,11,21.5926
5,01,10,11,22.5967
5,01,11,11,22.8908
5,01,12,11,21.4289
5,01,13,11,20.8066
5,01,14,11,22.1847
5,01,15,11,22.404
5,01,16,11,22.954
5,01,17,11,23.2973
5,01,18,11,23.2946
5,01,19,11,21.7293
5,01,20,11,19.9053
5,01,21,11,20.8415
5,01,22,11,21.2805
5,01,23,11,20.7833
5,01,24,11,22.9
5,01,25,11,21.0538
5,01,26,11,19.022
5,01,27,11,18.2674
5,01,28,11,19.9587
5,01,29,11,20.87
5,01,30,11,21.853
5,01,01,12,21.8203
5,01,02,12,21.9827
5,01,03,12,20.2628
5,01,04,12,19
5,01,05,12,19.65
5,01,06,12,19.1464
5,01,07,12,19.6507
5,01,08,12,18.6876
5,01,09,12,19.1149
5,01,10,12,18.4715
5,01,11,12,17.7684
5,01,12,12,18.5993
5,01,13,12,18.8812
5,01,14,12,19.8913
5,01,15,12,20.2707
5,01,16,12,20.2483
5,01,17,12,18.7257
5,01,18,12,17.4837
5,01,19,12,18.5013
5,01,20,12,19.05
5,01,21,12,19.4601
5,01,22,12,18.7813
5,01,23,12,17.6
5,01,24,12,16.8444
5,01,25,12,16.3311
5,01,26,12,15.5816
5,01,27,12,14.8358
5,01,28,12,14.5713
5,01,29,12,14.5513
5,01,30,12,14.3829
5,01,31,12,14.0191
5,01,01,01,13.2173
5,01,02,01,13.1934
5,01,03,01,13.5184
5,01,04,01,13.9771
5,01,05,01,14.2101
5,01,06,01,13.6915
5,01,07,01,13.3309
5,01,08,01,13.1112
5,01,09,01,16.7248
5,01,10,01,18.3985
5,01,11,01,18.5972
5,01,12,01,19.5135
5,01,13,01,20.0834
5,01,14,01,18.349
5,01,15,01,16.6264
5,01,16,01,17.6882
5,01,17,01,18.8841
5,01,18,01,19.7338
5,01,19,01,19.198
5,01,20,01,19.0397
5,01,21,01,17.9161
5,01,22,01,16.7651
5,01,23,01,18.0622
5,01,24,01,19.0878
5,01,25,01,19.7514
5,01,26,01,19.5587
5,01,27,01,18.2961
5,01,28,01,17.398
5,01,29,01,17.1132
5,01,30,01,18.3047
5,01,31,01,19.1192
5,01,01,02,19.481
5,01,02,02,19.4133
5,01,03,02,19.5247
5,01,04,02,18.5801
5,01,05,02,17.7362
5,01,06,02,18.6671
5,01,07,02,19.8695
5,01,08,02,20.2601
5,01,09,02,19.9521
5,01,10,02,19.5795
5,01,11,02,18.2638
5,01,12,02,16.806
5,01,13,02,18.2805
5,01,14,02,19.3878
5,01,15,02,20.614
5,01,16,02,20.5132
5,01,17,02,21.2913
5,01,18,02,20.1066
5,01,19,02,18.8882
5,01,20,02,19.8119
5,01,21,02,20.2914
5,01,22,02,21.3007
5,01,23,02,21.5409
5,01,24,02,22.7584
5,01,25,02,22.7164
5,01,26,02,20.2263
5,01,27,02,21.1966
5,01,28,02,22.0623
5,01,01,03,21.998
5,01,02,03,21.8692
5,01,03,03,21.6259
5,01,04,03,19.1662
5,01,05,03,18.2387
5,01,06,03,20.4438
5,01,07,03,22.2014
5,01,08,03,22.4486
5,01,09,03,23.6462
5,01,10,03,23.598
5,01,11,03,22.8278
5,01,12,03,21.7224
5,01,13,03,21.9913
5,01,14,03,22.0755
5,01,15,03,21.8373
5,01,16,03,22.3717
5,01,17,03,22.1391
5,01,18,03,21.0434
5,01,19,03,20.5921
5,01,20,03,21.3265
5,01,21,03,22.141
5,01,22,03,21.1283
5,01,23,03,19.9444
5,01,24,03,19.6386
5,01,25,03,17.4651
5,01,26,03,16.4303
5,02,27,03,17.6865
5,02,28,03,19.3812
5,02,29,03,20.1507
5,02,30,03,21.184
5,02,31,03,20.7947
5,02,01,04,19.7634
5,02,02,04,19.5132
5,02,03,04,20.3523
5,02,04,04,21.177
5,02,05,04,20.9987
5,02,06,04,21.3897
5,02,07,04,21.2737
5,02,08,04,21.1709
5,02,09,04,21.3113
5,02,10,04,21.37
5,02,11,04,21.598
5,02,12,04,22.0934
5,02,13,04,22.5375
5,02,14,04,22.6697
5,02,15,04,22.6789
5,02,16,04,22.7743
5,02,17,04,23.3543
5,02,18,04,23.9578
5,02,19,04,24.2134
5,02,20,04,24.0959
5,02,21,04,23.014
5,02,22,04,22.4401
5,02,23,04,22.6046
5,02,24,04,23.1592
5,02,25,04,23.8537
5,02,26,04,23.3095
5,02,27,04,22.9102
5,02,28,04,21.5918
5,02,29,04,20.8834
5,02,30,04,20.144
5,02,01,05,19.8217
5,02,02,05,20.8299
5,02,03,05,21.8813
5,02,04,05,22.9811
5,02,05,05,22.4613
5,02,06,05,21.5454
5,02,07,05,21.7199
5,02,08,05,23.2107
5,02,09,05,23.7315
5,02,10,05,23.276
5,02,11,05,22.5473
5,02,12,05,21.4219
5,02,13,05,21.2987
5,02,14,05,21.4536
5,02,15,05,22.5697
5,02,16,05,23.52
5,02,17,05,24.345
5,02,18,05,24.2026
5,02,19,05,23.6576
5,02,20,05,23.3967
5,02,21,05,23.6967
5,02,22,05,23.7773
5,02,23,05,24.366
5,02,24,05,25.1658
5,02,25,05,25.8662
5,02,26,05,26.1364
5,02,27,05,26.1013
5,02,28,05,25.6282
5,02,29,05,25.3178
5,02,30,05,25.3563
5,02,31,05,25.5185
5,02,01,06,25.8351
5,02,02,06,26.0157
5,02,03,06,25.1889
5,02,04,06,24.7363
5,02,05,06,26.0476
5,02,06,06,25.702
5,02,07,06,25.8893
5,02,08,06,26.3278
5,02,09,06,26.4195
5,02,10,06,26.8
5,02,11,06,27.4576
5,02,12,06,28.194
5,02,13,06,28.094
5,02,14,06,28.6433
5,02,15,06,29.3544
5,02,16,06,29.8736
5,02,17,06,30.3066
5,02,18,06,30.502
5,02,19,06,30.7589
5,02,20,06,29.6793
5,02,21,06,28.1101
5,02,22,06,27.2317
5,02,23,06,28.0913
5,02,24,06,28.3355
5,02,25,06,28.2647
5,02,26,06,27.9027
5,02,27,06,27.3432
5,02,28,06,26.4541
5,02,29,06,25.6171
5,02,30,06,25.1433
5,02,01,07,25.1586
5,02,02,07,25.4789
5,02,03,07,26.152
5,02,04,07,27.3566
5,02,05,07,27.5387
5,02,06,07,27.3842
5,02,07,07,27.0908
5,02,08,07,26.942
5,02,09,07,27.2722
5,02,10,07,27.1987
5,02,11,07,27.5513
5,02,12,07,28.049
5,02,13,07,28.725
5,02,14,07,27.7788
5,02,15,07,28.8467
5,02,16,07,29.5179
5,02,17,07,29.7553
5,02,18,07,29.7461
5,02,19,07,29.2636
5,02,20,07,28.6834
5,02,21,07,28.1662
5,02,22,07,28.0776
5,02,23,07,28.2369
5,02,24,07,28.6093
5,02,25,07,28.7113
5,02,26,07,28.9213
5,02,27,07,29.1768
5,02,28,07,29.4275
5,02,29,07,29.6421
5,02,30,07,29.7616
5,02,31,07,29.3874
5,02,01,08,28.9225
5,02,02,08,28.8709
5,02,03,08,29.1219
5,02,04,08,29.68
5,02,05,08,30.1099
5,02,06,08,30.1927
5,02,07,08,30.0801
5,02,08,08,29.4404
5,02,09,08,29.0067
5,02,10,08,28.4954
5,02,11,08,28.2224
5,02,12,08,28.2793
5,02,13,08,28.5563
5,02,14,08,28.9424
5,02,15,08,29.1303
5,02,16,08,29.0629
5,02,17,08,29.3832
5,02,18,08,29.7145
5,02,19,08,29.9954
5,02,20,08,30.3087
5,02,21,08,30.6184
5,02,22,08,30.8119
5,02,23,08,30.9533
5,02,24,08,30.6901
5,02,25,08,30.751
5,02,26,08,31.484
5,02,27,08,30.3636
5,02,28,08,29.702
5,02,29,08,28.8507
5,02,30,08,28.0191
5,02,31,08,28.084
5,02,01,09,27.9258
5,02,02,09,27.7559
5,02,03,09,27.7742
5,02,04,09,27.9046
5,02,05,09,28.1573
5,02,06,09,28.2572
5,02,07,09,28.2793
5,02,08,09,27.8629
5,02,09,09,27.4384
5,02,10,09,26.9187
5,02,11,09,27.0973
5,02,12,09,27.196
5,02,13,09,26.8953
5,02,14,09,28.7722
5,02,15,09,27.4467
5,02,16,09,26.1647
5,02,17,09,25.5191
5,02,18,09,25.748
5,02,19,09,25.8947
5,02,20,09,26.2215
5,02,21,09,26.4325
5,02,22,09,26.228
5,02,23,09,26.2152
5,02,24,09,26.2775
5,02,25,09,26.3066
5,02,26,09,26.4636
5,02,27,09,26.5685
5,02,28,09,26.666
5,02,29,09,26.1073
5,02,30,09,25.7417
5,02,01,10,25.9073
5,02,02,10,26.0937
5,02,03,10,27.3153
5,02,04,10,26.9827
5,02,05,10,27.1993
5,02,06,10,27.5779
5,02,07,10,26.7781
5,02,08,10,26.2397
5,02,09,10,25.9862
5,02,10,10,25.7295
5,02,11,10,25.5932
5,02,12,10,25.5954
5,02,13,10,25.6139
5,02,14,10,23.8079
5,02,15,10,22.7454
5,02,16,10,22.6102
5,02,17,10,25.7836
5,02,18,10,25.393
5,02,19,10,24.5297
5,02,20,10,24.6154
5,02,21,10,24.0954
5,02,22,10,23.377
5,02,23,10,23.9397
5,02,24,10,23.6815
5,02,25,10,24.455
5,02,26,10,24.334
5,02,27,10,24.3627
5,02,28,10,23.9
5,02,29,10,23.5178
5,01,30,10,23.0232
5,01,31,10,22.7781
5,01,01,11,22.7589
5,01,02,11,22.8155
5,01,03,11,21.896
5,01,04,11,21.6032
5,01,05,11,21.3461
5,01,06,11,21.6669
5,01,07,11,21.2027
5,01,08,11,21.425
5,01,09,11,22.8273
5,01,10,11,22.5664
5,01,11,11,21.6907
5,01,12,11,20.9618
5,01,13,11,22.1055
5,01,14,11,22.2059
5,01,15,11,22.7765
5,01,16,11,22.8711
5,01,17,11,22.8584
5,01,18,11,21.4704
5,01,19,11,20.4612
5,01,20,11,21.5732
5,01,21,11,21.9901
5,01,22,11,22.864
5,01,23,11,22.806
5,01,24,11,23.2026
5,01,25,11,22.0566
5,01,26,11,20.7265
5,01,27,11,21.4147
5,01,28,11,21.8208
5,01,29,11,22.7291
5,01,30,11,22.162
5,01,01,12,22.1927
5,01,02,12,19.9605
5,01,03,12,18.2072
5,01,04,12,19.1907
5,01,05,12,19.6483
5,01,06,12,18.1227
5,01,07,12,18.5173
5,01,08,12,18.1599
5,01,09,12,18.1605
5,01,10,12,17.8484
5,01,11,12,18.9429
5,01,12,12,19.7106
5,01,13,12,20.2801
5,01,14,12,20.9987
5,01,15,12,21.09
5,01,16,12,19.5697
5,01,17,12,17.81
5,01,18,12,18.8327
5,01,19,12,19.9651
5,01,20,12,20.4447
5,01,21,12,20.7861
5,01,22,12,20.5414
5,01,23,12,19.0265
5,01,24,12,17.8253
5,01,25,12,16.9697
5,01,26,12,16.4815
5,01,27,12,16.2493
5,01,28,12,16.4796
5,01,29,12,16.8467
5,01,30,12,17.0894
5,01,31,12,16.8424
5,01,01,01,16.3752
5,01,02,01,16.3563
5,01,03,01,16.5725
5,01,04,01,16.6267
5,01,05,01,16.2086
5,01,06,01,15.5732
5,01,07,01,14.9533
5,01,08,01,16.5431
5,01,09,01,17.6764
5,01,10,01,18.5728
5,01,11,01,19.1895
5,01,12,01,19.32
5,01,13,01,17.5539
5,01,14,01,16.268
5,01,15,01,17.1827
5,01,16,01,18.7747
5,01,17,01,20.2905
5,01,18,01,20.2211
5,01,19,01,20.2497
5,01,20,01,19.302
5,01,21,01,18.5664
5,01,22,01,19.506
5,01,23,01,20.0867
5,01,24,01,19.9831
5,01,25,01,20.09
5,01,26,01,18.4771
5,01,27,01,17.3573
5,01,28,01,16.4634
5,01,29,01,17.9
5,01,30,01,19.0752
5,01,31,01,19.4633
5,01,01,02,19.9
5,01,02,02,20.2503
5,01,03,02,18.6392
5,01,04,02,17.5013
5,01,05,02,18.4926
5,01,06,02,19.6007
5,01,07,02,19.8122
5,01,08,02,19.6709
5,01,09,02,19.5285
5,01,10,02,18.3828
5,01,11,02,17.6242
5,01,12,02,20.342
5,01,13,02,21.7216
5,01,14,02,21.9703
5,01,15,02,22.0171
5,01,16,02,22.5263
5,01,17,02,21.3289
5,01,18,02,20.2546
5,01,19,02,21.3631
5,01,20,02,22.37
5,01,21,02,22.3048
5,01,22,02,22.1253
5,01,23,02,21.9577
5,01,24,02,19.8219
5,01,25,02,18.7039
5,01,26,02,20.1315
5,01,27,02,21.608
5,01,28,02,21.2745
5,01,01,03,21.2793
5,01,02,03,21.394
5,01,03,03,20.2947
5,01,04,03,19.3901
5,01,05,03,20.4651
5,01,06,03,20.9584
5,01,07,03,21.0203
5,01,08,03,21.1338
5,01,09,03,20.5992
5,01,10,03,19.2753
5,01,11,03,17.827
5,01,12,03,19.55
5,01,13,03,21.0728
5,01,14,03,21.1333
5,01,15,03,21.6409
5,01,16,03,21.6307
5,01,17,03,19.6645
5,01,18,03,18.5872
5,01,19,03,19.9
5,01,20,03,21.0945
5,01,21,03,21.1791
5,01,22,03,21.6383
5,01,23,03,21.4881
5,01,24,03,19.6191
5,01,25,03,18.6211
5,02,26,03,18.2224
5,02,27,03,18.4243
5,02,28,03,18.7152
5,02,29,03,18.5039
5,02,30,03,17.8987
5,02,31,03,17.3289
5,02,01,04,17.4087
5,02,02,04,18.7154
5,02,03,04,20.4685
5,02,04,04,20.9131
5,02,05,04,21.5805
5,02,06,04,22.1793
5,02,07,04,20.6704
5,02,08,04,19.683
5,02,09,04,20.6453
5,02,10,04,20.996
5,02,11,04,21.2826
5,02,12,04,20.9467
5,02,13,04,20.8588
5,02,14,04,20.0687
5,02,15,04,19.3678
5,02,16,04,20.2847
5,02,17,04,20.6718
5,02,18,04,20.9014
5,02,19,04,21.8517
5,02,20,04,21.9743
5,02,21,04,21.1412
5,02,22,04,20.4399
5,02,23,04,20.3328
5,02,24,04,21.2931
5,02,25,04,23.1548
5,02,26,04,23.2789
5,02,27,04,23.411
5,02,28,04,21.872
5,02,29,04,20.6727
5,02,30,04,19.9185
5,02,01,05,19.7908
5,02,02,05,20.1966
5,02,03,05,20.7679
5,02,04,05,20.9685
5,02,05,05,20.7
5,02,06,05,22.7798
5,02,07,05,23.1406
5,02,08,05,23.5067
5,02,09,05,23.7969
5,02,10,05,23.6637
5,02,11,05,23.474
5,02,12,05,22.9086
5,02,13,05,21.9638
5,02,14,05,22.2521
5,02,15,05,22.6556
5,02,16,05,23.5295
5,02,17,05,23.9832
5,02,18,05,23.9447
5,02,19,05,23.4572
5,02,20,05,23.5034
5,02,21,05,23.2967
5,02,22,05,23.9375
5,02,23,05,24.6196
5,02,24,05,24.154
5,02,25,05,23.1828
5,02,26,05,22.414
5,02,27,05,22.4907
5,02,28,05,22.3859
5,02,29,05,22.126
5,02,30,05,22.4437
5,02,31,05,22.348
5,02,01,06,22.3227
5,02,02,06,22.4993
5,02,03,06,22.7457
5,02,04,06,22.4322
5,02,05,06,22.0892
5,02,06,06,21.9428
5,02,07,06,22.1783
5,02,08,06,21.677
5,02,09,06,21.4767
5,02,10,06,21.2954
5,02,11,06,21.202
5,02,12,06,21.7082
5,02,13,06,22.5311
5,02,14,06,23.2187
5,02,15,06,24.0826
5,02,16,06,25.0422
5,02,17,06,25.7467
5,02,18,06,26.2848
5,02,19,06,26.538
5,02,20,06,26.7787
5,02,21,06,26.8245
5,02,22,06,26.8562
5,02,23,06,27.1679
5,02,24,06,28.102
5,02,25,06,28.3831
5,02,26,06,27.9351
5,02,27,06,27.366
5,02,28,06,27.0966
5,02,29,06,26.7795
5,02,30,06,26.4576
5,02,01,07,25.8132
5,02,02,07,25.5127
5,02,03,07,25.555
5,02,04,07,25.5067
5,02,05,07,25.8087
5,02,06,07,25.7192
5,02,07,07,26.7773
5,02,08,07,26.9618
5,02,09,07,27.4695
5,02,10,07,27.8927
5,02,11,07,27.404
5,02,12,07,27.2765
5,02,13,07,27.4033
5,02,14,07,27.2311
5,02,15,07,26.9834
5,02,16,07,26.8432
5,02,17,07,27.156
5,02,18,07,27.3507
5,02,19,07,27.0815
5,02,20,07,27.125
5,02,21,07,27.2632
5,02,22,07,27.7447
5,02,23,07,28.153
5,02,24,07,28.0033
5,02,25,07,27.917
5,02,26,07,27.6914
5,02,27,07,27.7772
5,02,28,07,27.5533
5,02,29,07,27.3113
5,02,30,07,27.5424
5,02,31,07,28.0034
5,02,01,08,28.3567
5,02,02,08,29.012
5,02,03,08,29.5934
5,02,04,08,30.148
5,02,05,08,30.6199
5,02,06,08,30.9237
5,02,07,08,30.7568
5,02,08,08,30.553
5,02,09,08,29.9138
5,02,10,08,29.5812
5,02,11,08,29.6467
5,02,12,08,29.9513
5,02,13,08,29.7796
5,02,14,08,29.4932
5,02,15,08,29.2958
5,02,16,08,29.3781
5,02,17,08,30.1413
5,02,18,08,29.9625
5,02,19,08,30.0768
5,02,20,08,30.3094
5,02,21,08,29.9386
5,02,22,08,29.0795
5,02,23,08,29.3422
5,02,24,08,29.9682
5,02,25,08,29.794
5,02,26,08,29.7255
5,02,27,08,30.736
5,02,28,08,30.5833
5,02,29,08,29.3426
5,02,30,08,29.2087
5,02,31,08,29.206
5,02,01,09,29.5154
5,02,02,09,29.812
5,02,03,09,30.0709
5,02,04,09,29.5277
5,02,05,09,28.2142
5,02,06,09,27.4401
5,02,07,09,27.1209
5,02,08,09,27.0834
5,02,09,09,26.9267
5,02,10,09,27.01
5,02,11,09,26.9007
5,02,12,09,27.0966
5,02,13,09,25.2523
5,02,14,09,23.5627
5,02,15,09,27.0533
5,02,16,09,27.8079
5,02,17,09,28.0049
5,02,18,09,26.2224
5,02,19,09,26.5497
5,02,20,09,26.3921
5,02,21,09,27.1128
5,02,22,09,27.7298
5,02,23,09,26.4544
5,02,24,09,26.5622
5,02,25,09,26.6414
5,02,26,09,26.3232
5,02,27,09,25.9938
5,02,28,09,26.0601
5,02,29,09,26.2116
5,02,30,09,25.6622
5,02,01,10,26.0331
5,02,02,10,26.1578
5,02,03,10,26.5785
5,02,04,10,25.7538
5,02,05,10,26.4909
5,02,06,10,26.4507
5,02,07,10,26.492
5,02,08,10,26.4645
5,02,09,10,24.9184
5,02,10,10,24.8267
5,02,11,10,24.8766
5,02,12,10,24.468
5,02,13,10,24.6947
5,02,14,10,24.2197
5,02,15,10,22.8533
5,02,16,10,22.9503
5,02,17,10,23.0115
5,02,18,10,22.904
5,02,19,10,22.431
5,02,20,10,22.3311
5,02,21,10,22.2882
5,02,22,10,23.6372
5,02,23,10,23.3736
5,02,24,10,23.6187
5,02,25,10,23.5099
5,02,26,10,23.26
5,02,27,10,22.3232
5,02,28,10,20.9125
5,01,29,10,21.8369
5,01,30,10,21.7338
5,01,31,10,22.1447
5,01,01,11,21.0391
5,01,02,11,21.0858
5,01,03,11,20.9324
5,01,04,11,20.2785
5,01,05,11,21.5021
5,01,06,11,21.9959
5,01,07,11,22.3162
5,01,08,11,22.4028
5,01,09,11,23.7947
5,01,10,11,21.6175
5,01,11,11,20.6512
5,01,12,11,22.2297
5,01,13,11,22.9314
5,01,14,11,23.2882
5,01,15,11,23.575
5,01,16,11,23.1629
5,01,17,11,22.2748
5,01,18,11,21.0235
5,01,19,11,20.7843
5,01,20,11,20.7392
5,01,21,11,21.4709
5,01,22,11,21.7091
5,01,23,11,21.3884
5,01,24,11,21.6461
5,01,25,11,20.5362
5,01,26,11,22.1515
5,01,27,11,21.1503
5,01,28,11,21.2146
5,01,29,11,21.0698
5,01,30,11,21.3854
5,01,01,12,19.848
5,01,02,12,19.05
5,01,03,12,20.3315
5,01,04,12,20.8356
5,01,05,12,21.1802
5,01,06,12,19.8821
5,01,07,12,19.9625
5,01,08,12,19.724
5,01,09,12,18.4919
5,01,10,12,19.6214
5,01,11,12,20.0794
5,01,12,12,20.4556
5,01,13,12,20.0034
5,01,14,12,20.3788
5,01,15,12,19.1248
5,01,16,12,17.8127
5,01,17,12,18.4952
5,01,18,12,18.85
5,01,19,12,19.4318
5,01,20,12,19.9827
5,01,21,12,19.8608
5,01,22,12,18.4526
5,01,23,12,17.4711
5,01,24,12,16.5281
5,01,25,12,15.7934
5,01,26,12,15.4275
5,01,27,12,15.0914
5,01,28,12,15.0869
5,01,29,12,14.515
5,01,30,12,14.3245
5,01,31,12,14.1595
5,01,01,01,14.0331
5,01,02,01,14.0513
5,01,03,01,13.7973
5,01,04,01,13.6167
5,01,05,01,13.3362
5,01,06,01,12.9664
5,01,07,01,13.052
5,01,08,01,15.4298
5,01,09,01,19.0624
5,01,10,01,18.6107
5,01,11,01,18.6401
5,01,12,01,16.8824
5,01,13,01,15.566
5,01,14,01,16.9342
5,01,15,01,18.5622
5,01,16,01,18.8027
5,01,17,01,19.2279
5,01,18,01,19.248
5,01,19,01,17.6333
5,01,20,01,17.0607
5,01,21,01,17.7411
5,01,22,01,18.5373
5,01,23,01,19.42
5,01,24,01,20.5564
5,01,25,01,20.6331
5,01,26,01,19.3296
5,01,27,01,18.4408
5,01,28,01,17.6579
5,01,29,01,18.7349
5,01,30,01,19.5758
5,01,31,01,20.054
5,01,01,02,19.9422
5,01,02,02,17.8904
5,01,03,02,16.8893
5,01,04,02,18.5542
5,01,05,02,18.6034
5,01,06,02,19.9048
5,01,07,02,20.3162
5,01,08,02,20.0993
5,01,09,02,18.5725
5,01,10,02,17.7034
5,01,11,02,19.0382
5,01,12,02,19.449
5,01,13,02,20.5541
5,01,14,02,20.6083
5,01,15,02,21.0639
5,01,16,02,19.7047
5,01,17,02,18.5862
5,01,18,02,20.5248
5,01,19,02,21.1864
5,01,20,02,21.9771
5,01,21,02,22.1308
5,01,22,02,22.5021
5,01,23,02,20.9676
5,01,24,02,20.0404
5,01,25,02,21.9189
5,01,26,02,22.775
5,01,27,02,22.9189
5,01,28,02,22.6322
5,01,01,03,22.5014
5,01,02,03,21.6315
5,01,03,03,20.7073
5,01,04,03,21.7423
5,01,05,03,21.8834
5,01,06,03,21.7177
5,01,07,03,21.6021
5,01,08,03,21.4093
